id,book_id,member_id,loan_date,return_date,status
1133,837,419,2024-11-22,2024-12-01,RETURNED
1134,634,263,2024-06-13,2024-07-12,RETURNED
1135,2202,242,2024-09-23,2024-10-04,RETURNED
1136,149,1071,2024-02-27,2024-03-11,RETURNED
1137,2215,1132,2024-09-02,2024-09-18,RETURNED
1138,1654,1807,2024-11-01,2024-11-19,RETURNED
1139,3120,644,2024-02-22,2024-02-29,RETURNED
1140,4584,1321,2024-06-30,2024-07-25,RETURNED
1141,1139,743,2024-03-14,2024-04-10,RETURNED
1142,2405,1405,2024-08-19,,OUT
1143,3111,674,2024-08-19,,OUT
1144,3746,461,2024-11-22,2024-12-07,RETURNED
1145,549,738,2024-08-20,2024-09-10,RETURNED
1146,3625,366,2024-10-18,2024-10-19,RETURNED
1147,3204,10,2024-10-02,2024-10-21,RETURNED
1148,4551,1599,2024-02-11,2024-02-12,RETURNED
1149,4893,1796,2024-04-07,2024-04-26,RETURNED
1150,3458,426,2024-07-10,,OUT
1151,1899,350,2024-06-19,2024-07-19,RETURNED
1152,4488,1859,2024-09-24,2024-09-25,RETURNED
1153,1127,274,2024-02-04,,OUT
1154,2172,1634,2024-05-10,2024-06-07,RETURNED
1155,2551,211,2024-08-05,2024-08-27,RETURNED
1156,3116,782,2024-11-13,2024-11-22,RETURNED
1157,2769,1165,2024-06-08,2024-07-03,RETURNED
1158,241,977,2024-05-20,,OUT
1159,4783,1203,2024-03-01,2024-03-23,RETURNED
1160,2899,532,2024-12-22,2024-12-27,RETURNED
1161,4177,1194,2024-08-29,,OUT
1162,2107,992,2024-07-24,2024-08-12,RETURNED
1163,3481,200,2024-02-06,2024-03-02,RETURNED
1164,3606,245,2024-05-01,2024-05-03,RETURNED
1165,4537,398,2024-09-21,2024-09-24,RETURNED
1166,3564,877,2024-03-20,2024-04-13,RETURNED
1167,1060,1466,2024-05-22,,OUT
1168,3041,831,2024-08-31,,OUT
1169,4161,1920,2024-12-05,2024-12-23,RETURNED
1170,98,669,2024-08-11,,OUT
1171,1022,944,2024-12-16,2024-12-30,RETURNED
1172,1522,875,2024-11-03,2024-11-10,RETURNED
1173,4577,449,2024-05-06,,OUT
1174,2508,1750,2024-08-02,2024-08-15,RETURNED
1175,4085,1941,2024-09-11,2024-09-18,RETURNED
1176,3589,1179,2024-10-02,2024-10-21,RETURNED
1177,164,1613,2024-01-02,2024-01-19,RETURNED
1178,2496,1453,2024-11-26,,OUT
1179,2281,1150,2024-07-10,,OUT
1180,4989,774,2024-10-31,2024-11-18,RETURNED
1181,844,431,2024-03-08,,OUT
1182,527,346,2024-05-25,2024-06-03,RETURNED
1183,1598,1902,2024-12-10,,OUT
1184,4650,51,2024-04-06,,OUT
1185,1752,862,2024-02-25,,OUT
1186,1823,1724,2024-09-24,2024-10-06,RETURNED
1187,581,1853,2024-06-13,2024-07-02,RETURNED
1188,2708,1577,2024-12-08,2024-12-23,RETURNED
1189,3945,1058,2024-04-22,2024-04-24,RETURNED
1190,2357,1749,2024-12-24,2024-12-31,RETURNED
1191,2882,116,2024-05-26,2024-06-22,RETURNED
1192,4212,357,2024-12-25,2024-12-31,RETURNED
1193,1381,846,2024-07-31,2024-08-18,RETURNED
1194,3104,802,2024-04-13,2024-04-25,RETURNED
1195,1300,1312,2024-09-05,,OUT
1196,3634,906,2024-07-30,2024-08-13,RETURNED
1197,3195,346,2024-12-20,2024-12-22,RETURNED
1198,1574,689,2024-07-29,2024-07-31,RETURNED
1199,4625,541,2024-05-19,2024-06-08,RETURNED
1200,4029,1114,2024-10-24,2024-11-05,RETURNED
1201,401,103,2024-05-10,2024-05-26,RETURNED
1202,3384,1776,2024-03-18,2024-03-30,RETURNED
1203,3676,1082,2024-11-11,2024-11-15,RETURNED
1204,3080,1322,2024-10-11,,OUT
1205,3324,1149,2024-11-09,2024-12-01,RETURNED
1206,4568,1630,2024-02-09,2024-03-09,RETURNED
1207,1154,1115,2024-02-04,,OUT
1208,3684,1766,2024-02-24,2024-03-08,RETURNED
1209,4456,316,2024-02-29,2024-03-13,RETURNED
1210,2632,1048,2024-10-07,2024-10-08,RETURNED
1211,1285,352,2024-08-05,,OUT
1212,3876,1788,2024-02-24,2024-03-04,RETURNED
1213,935,1479,2024-02-11,2024-02-24,RETURNED
1214,1986,164,2024-12-11,2024-12-25,RETURNED
1215,1480,1861,2024-07-17,,OUT
1216,1887,737,2024-08-31,2024-09-18,RETURNED
1217,2261,1965,2024-03-04,2024-03-19,RETURNED
1218,132,1487,2024-10-02,2024-10-05,RETURNED
1219,2128,749,2024-01-05,2024-02-02,RETURNED
1220,4572,1873,2024-01-03,,OUT
1221,2616,1700,2024-08-30,2024-09-11,RETURNED
1222,2605,1875,2024-04-01,2024-04-15,RETURNED
1223,3574,812,2024-05-10,2024-05-21,RETURNED
1224,2944,938,2024-01-08,2024-01-28,RETURNED
1225,572,1265,2024-01-27,2024-02-11,RETURNED
1226,4973,1149,2024-05-23,,OUT
1227,634,947,2024-05-16,2024-05-23,RETURNED
1228,4526,1444,2024-02-08,2024-03-02,RETURNED
1229,251,518,2024-12-28,,OUT
1230,4855,677,2024-07-23,2024-08-14,RETURNED
1231,4613,610,2024-05-14,2024-05-22,RETURNED
1232,1232,1338,2024-03-21,2024-04-06,RETURNED
1233,4287,530,2024-02-15,,OUT
1234,3300,843,2024-02-18,2024-03-05,RETURNED
1235,2976,1167,2024-08-08,2024-09-05,RETURNED
1236,697,1353,2024-04-15,2024-04-24,RETURNED
1237,1645,1424,2024-12-02,2024-12-15,RETURNED
1238,1517,1984,2024-02-24,2024-03-25,RETURNED
1239,4035,778,2024-05-14,,OUT
1240,4955,1980,2024-04-28,,OUT
1241,1029,904,2024-12-22,2024-12-31,RETURNED
1242,543,582,2024-03-16,,OUT
1243,2085,674,2024-05-26,2024-05-29,RETURNED
1244,3488,1979,2024-09-27,2024-10-10,RETURNED
1245,2916,717,2024-03-16,,OUT
1246,3227,366,2024-01-19,2024-02-02,RETURNED
1247,4710,1619,2024-05-17,,OUT
1248,595,914,2024-01-16,,OUT
1249,427,193,2024-10-05,2024-11-02,RETURNED
1250,4635,1861,2024-05-20,2024-06-14,RETURNED
1251,2832,923,2024-10-14,2024-10-17,RETURNED
1252,4146,1770,2024-12-01,,OUT
1253,894,1691,2024-11-23,2024-12-18,RETURNED
1254,3219,77,2024-03-28,,OUT
1255,3353,257,2024-10-08,2024-10-30,RETURNED
1256,3508,103,2024-05-11,2024-05-12,RETURNED
1257,4932,1363,2024-11-03,2024-12-03,RETURNED
1258,4070,717,2024-08-18,2024-08-20,RETURNED
1259,3552,240,2024-10-13,2024-10-26,RETURNED
1260,4182,1028,2024-11-16,2024-11-22,RETURNED
1261,2524,436,2024-11-23,2024-12-10,RETURNED
1262,2594,1087,2024-02-18,,OUT
1263,158,1104,2024-12-21,2024-12-31,RETURNED
1264,2631,291,2024-07-04,2024-07-26,RETURNED
1265,3468,1223,2024-01-19,2024-02-10,RETURNED
1266,1399,407,2024-10-18,2024-10-28,RETURNED
1267,4344,1407,2024-01-25,2024-02-17,RETURNED
1268,4348,982,2024-04-18,,OUT
1269,2581,1724,2024-08-21,2024-09-05,RETURNED
1270,4290,1685,2024-06-23,2024-07-17,RETURNED
1271,4828,1794,2024-05-13,2024-05-23,RETURNED
1272,521,756,2024-04-01,,OUT
1273,4495,1319,2024-04-05,2024-05-04,RETURNED
1274,4173,103,2024-11-24,2024-12-23,RETURNED
1275,4835,1136,2024-03-12,,OUT
1276,3435,1943,2024-03-26,2024-04-23,RETURNED
1277,3232,933,2024-11-29,2024-12-23,RETURNED
1278,3645,1269,2024-07-11,2024-08-05,RETURNED
1279,2256,145,2024-01-03,2024-01-05,RETURNED
1280,592,275,2024-09-16,,OUT
1281,1355,127,2024-12-04,2024-12-12,RETURNED
1282,546,1944,2024-01-12,2024-02-04,RETURNED
1283,3974,1751,2024-01-11,2024-01-29,RETURNED
1284,55,694,2024-04-16,2024-05-06,RETURNED
1285,4722,1441,2024-09-30,,OUT
1286,532,1250,2024-07-21,2024-07-26,RETURNED
1287,2413,636,2024-06-18,,OUT
1288,500,784,2024-05-20,2024-06-17,RETURNED
1289,4003,1798,2024-08-27,2024-09-16,RETURNED
1290,4829,1771,2024-10-19,2024-10-26,RETURNED
1291,1209,1489,2024-04-22,2024-05-09,RETURNED
1292,2448,1146,2024-02-28,2024-03-27,RETURNED
1293,121,39,2024-01-05,,OUT
1294,3005,1430,2024-11-26,2024-12-19,RETURNED
1295,3177,1222,2024-04-16,2024-04-25,RETURNED
1296,681,1202,2024-09-16,2024-09-22,RETURNED
1297,344,1817,2024-11-03,2024-11-22,RETURNED
1298,4873,507,2024-08-06,2024-08-25,RETURNED
1299,2683,647,2024-03-27,,OUT
1300,3449,353,2024-07-27,2024-08-03,RETURNED
1301,3674,1761,2024-12-24,2024-12-31,RETURNED
1302,605,649,2024-08-21,2024-09-08,RETURNED
1303,4823,1168,2024-04-28,2024-04-30,RETURNED
1304,4333,978,2024-03-12,2024-03-17,RETURNED
1305,1015,955,2024-09-15,2024-09-21,RETURNED
1306,4954,1925,2024-04-15,2024-05-09,RETURNED
1307,613,1642,2024-05-17,,OUT
1308,3684,1787,2024-12-21,2024-12-31,RETURNED
1309,2554,959,2024-07-18,2024-08-17,RETURNED
1310,1965,1729,2024-03-13,,OUT
1311,3849,374,2024-07-12,,OUT
1312,2330,1593,2024-11-08,2024-11-28,RETURNED
1313,1110,721,2024-12-11,,OUT
1314,1038,1082,2024-01-21,,OUT
1315,4651,1150,2024-10-10,2024-10-11,RETURNED
1316,1274,701,2024-11-26,,OUT
1317,3009,295,2024-05-07,2024-06-06,RETURNED
1318,2336,907,2024-12-09,,OUT
1319,2136,619,2024-10-24,2024-11-09,RETURNED
1320,4420,1019,2024-11-17,2024-11-23,RETURNED
1321,3545,1051,2024-07-02,2024-07-30,RETURNED
1322,2990,1686,2024-01-08,2024-01-31,RETURNED
1323,1095,1063,2024-05-23,,OUT
1324,80,614,2024-05-31,,OUT
1325,2474,308,2024-05-20,2024-06-14,RETURNED
1326,2948,326,2024-03-21,,OUT
1327,2362,1149,2024-01-22,2024-02-21,RETURNED
1328,2039,1605,2024-05-06,,OUT
1329,4386,767,2024-05-30,2024-06-25,RETURNED
1330,4019,1098,2024-04-04,2024-04-18,RETURNED
1331,1403,657,2024-11-28,2024-12-24,RETURNED
1332,2807,1091,2024-12-07,,OUT
1333,2731,1780,2024-04-05,,OUT
1334,4947,717,2024-08-21,2024-09-15,RETURNED
1335,2736,977,2024-07-20,2024-07-21,RETURNED
1336,1417,1577,2024-05-25,,OUT
1337,626,220,2024-05-27,,OUT
1338,396,651,2024-05-18,2024-05-19,RETURNED
1339,1833,1830,2024-09-01,,OUT
1340,862,1008,2024-10-11,2024-10-26,RETURNED
1341,2549,609,2024-02-09,2024-03-07,RETURNED
1342,3000,823,2024-10-12,2024-10-17,RETURNED
1343,4561,1969,2024-07-19,2024-07-21,RETURNED
1344,3896,515,2024-09-30,,OUT
1345,1535,1161,2024-09-18,2024-10-13,RETURNED
1346,3008,684,2024-05-26,,OUT
1347,4437,493,2024-10-17,,OUT
1348,3999,1534,2024-04-04,2024-04-25,RETURNED
1349,172,1412,2024-09-29,,OUT
1350,1298,1016,2024-07-06,2024-07-31,RETURNED
1351,1111,768,2024-09-16,2024-10-05,RETURNED
1352,2543,354,2024-06-24,2024-06-30,RETURNED
1353,1879,1941,2024-08-16,,OUT
1354,695,1382,2024-02-23,2024-02-29,RETURNED
1355,891,507,2024-10-17,,OUT
1356,959,224,2024-07-24,2024-08-08,RETURNED
1357,2143,1866,2024-12-07,2024-12-23,RETURNED
1358,3531,1789,2024-03-31,2024-04-21,RETURNED
1359,1402,92,2024-03-30,,OUT
1360,2202,1595,2024-06-05,,OUT
1361,4353,1253,2024-11-07,,OUT
1362,2188,1399,2024-08-15,,OUT
1363,2221,1692,2024-04-15,2024-04-16,RETURNED
1364,3996,1341,2024-10-05,2024-10-06,RETURNED
1365,175,1230,2024-03-13,,OUT
1366,2759,207,2024-07-04,2024-07-15,RETURNED
1367,2942,307,2024-04-21,,OUT
1368,2893,1384,2024-12-01,2024-12-05,RETURNED
1369,1322,614,2024-07-26,2024-08-02,RETURNED
1370,3930,197,2024-01-20,2024-02-08,RETURNED
1371,4996,821,2024-05-19,2024-05-25,RETURNED
1372,2103,1202,2024-07-05,2024-07-23,RETURNED
1373,4397,1405,2024-02-07,2024-02-10,RETURNED
1374,1008,219,2024-03-12,2024-03-31,RETURNED
1375,3685,1686,2024-05-16,2024-05-30,RETURNED
1376,2216,236,2024-02-06,2024-02-09,RETURNED
1377,3704,1408,2024-03-10,,OUT
1378,2080,1342,2024-08-04,2024-08-12,RETURNED
1379,4267,13,2024-10-17,,OUT
1380,1923,1738,2024-02-21,2024-03-09,RETURNED
1381,3920,185,2024-09-28,,OUT
1382,3408,1658,2024-04-16,2024-04-24,RETURNED
1383,3680,1243,2024-03-19,,OUT
1384,4688,89,2024-04-23,2024-05-17,RETURNED
1385,4233,1391,2024-09-09,2024-09-13,RETURNED
1386,3942,1739,2024-02-11,2024-02-24,RETURNED
1387,273,779,2024-08-29,,OUT
1388,4362,1789,2024-11-22,2024-12-12,RETURNED
1389,548,748,2024-12-26,,OUT
1390,836,61,2024-12-24,2024-12-31,RETURNED
1391,2971,1793,2024-07-01,2024-07-29,RETURNED
1392,632,1839,2024-01-13,2024-02-11,RETURNED
1393,697,330,2024-09-19,2024-10-09,RETURNED
1394,922,846,2024-10-29,,OUT
1395,2063,1169,2024-07-11,,OUT
1396,3388,682,2024-01-12,2024-02-08,RETURNED
1397,4104,1686,2024-03-21,2024-03-28,RETURNED
1398,804,1998,2024-02-29,2024-03-01,RETURNED
1399,4947,127,2024-10-24,2024-11-06,RETURNED
1400,3195,1885,2024-07-16,2024-08-14,RETURNED
1401,454,1725,2024-10-12,2024-11-10,RETURNED
1402,1167,517,2024-06-16,2024-06-27,RETURNED
1403,1611,1060,2024-02-14,2024-03-05,RETURNED
1404,297,548,2024-03-19,2024-04-05,RETURNED
1405,2971,814,2024-06-10,2024-06-14,RETURNED
1406,2001,1812,2024-08-30,2024-09-27,RETURNED
1407,3970,1659,2024-03-23,2024-04-19,RETURNED
1408,2074,1644,2024-06-30,2024-07-03,RETURNED
1409,2315,471,2024-01-04,2024-01-09,RETURNED
1410,2860,1247,2024-10-30,2024-11-27,RETURNED
1411,1276,994,2024-05-19,2024-06-01,RETURNED
1412,3463,352,2024-12-07,,OUT
1413,3898,1094,2024-06-11,2024-06-22,RETURNED
1414,3657,1727,2024-08-01,,OUT
1415,4133,970,2024-10-10,2024-10-14,RETURNED
1416,3711,795,2024-04-19,2024-04-20,RETURNED
1417,1252,1238,2024-07-18,,OUT
1418,4222,259,2024-02-18,2024-03-08,RETURNED
1419,3028,1338,2024-09-30,2024-10-21,RETURNED
1420,305,827,2024-05-18,2024-06-13,RETURNED
1421,4891,1687,2024-10-26,2024-10-29,RETURNED
1422,4373,1992,2024-09-25,2024-09-29,RETURNED
1423,4349,1866,2024-08-30,2024-09-16,RETURNED
1424,4190,1926,2024-11-27,,OUT
1425,2848,232,2024-10-28,2024-11-21,RETURNED
1426,162,1618,2024-10-18,2024-10-31,RETURNED
1427,498,682,2024-12-11,,OUT
1428,2904,1034,2024-02-18,,OUT
1429,3742,1185,2024-11-27,2024-12-02,RETURNED
1430,1507,757,2024-02-28,,OUT
1431,2791,446,2024-09-19,,OUT
1432,4792,237,2024-07-03,2024-07-20,RETURNED
1433,2209,1165,2024-02-01,2024-02-18,RETURNED
1434,4834,1859,2024-02-18,2024-02-27,RETURNED
1435,817,1487,2024-02-25,2024-03-24,RETURNED
1436,380,1227,2024-08-26,2024-09-21,RETURNED
1437,1396,1204,2024-04-11,2024-05-11,RETURNED
1438,1304,655,2024-10-13,,OUT
1439,2394,36,2024-10-24,,OUT
1440,2036,1748,2024-08-13,,OUT
1441,1430,785,2024-01-18,2024-02-11,RETURNED
1442,85,1041,2024-03-31,2024-04-30,RETURNED
1443,1482,1577,2024-04-13,2024-04-25,RETURNED
1444,3297,1584,2024-12-14,2024-12-25,RETURNED
1445,3437,754,2024-05-31,2024-06-14,RETURNED
1446,1132,122,2024-03-07,2024-03-29,RETURNED
1447,3112,1542,2024-11-06,,OUT
1448,322,25,2024-01-07,2024-01-16,RETURNED
1449,4510,1355,2024-11-02,2024-11-16,RETURNED
1450,4571,1739,2024-07-01,2024-07-24,RETURNED
1451,2534,129,2024-07-31,,OUT
1452,949,169,2024-08-09,2024-08-31,RETURNED
1453,1607,1273,2024-11-13,,OUT
1454,4618,951,2024-05-05,2024-05-13,RETURNED
1455,395,1790,2024-12-03,2024-12-20,RETURNED
1456,3294,1044,2024-11-12,,OUT
1457,3956,1010,2024-08-14,2024-08-24,RETURNED
1458,1531,717,2024-12-31,2024-12-31,RETURNED
1459,998,1164,2024-10-28,,OUT
1460,4786,109,2024-05-01,,OUT
1461,4974,1856,2024-07-05,2024-07-15,RETURNED
1462,3021,1229,2024-09-09,,OUT
1463,929,640,2024-06-14,2024-07-01,RETURNED
1464,4027,448,2024-07-21,2024-08-17,RETURNED
1465,3060,1769,2024-09-19,,OUT
1466,2326,1864,2024-05-02,,OUT
1467,4784,364,2024-01-07,,OUT
1468,2013,601,2024-10-12,,OUT
1469,2297,863,2024-04-21,,OUT
1470,1949,371,2024-09-19,,OUT
1471,4526,1290,2024-08-27,2024-09-07,RETURNED
1472,1902,1344,2024-11-03,,OUT
1473,866,906,2024-04-30,2024-05-27,RETURNED
1474,604,945,2024-10-05,,OUT
1475,4270,1004,2024-06-24,2024-07-15,RETURNED
1476,1450,1736,2024-10-11,,OUT
1477,2222,400,2024-04-17,,OUT
1478,905,850,2024-05-23,2024-06-11,RETURNED
1479,3272,1948,2024-02-04,,OUT
1480,1539,1478,2024-08-06,2024-09-02,RETURNED
1481,4006,582,2024-12-28,,OUT
1482,1947,1183,2024-10-04,2024-10-23,RETURNED
1483,4375,1518,2024-01-20,2024-02-04,RETURNED
1484,2828,100,2024-06-02,2024-06-26,RETURNED
1485,1826,199,2024-07-06,2024-08-03,RETURNED
1486,4512,1869,2024-11-29,2024-12-15,RETURNED
1487,50,545,2024-07-26,,OUT
1488,4375,137,2024-06-17,2024-06-24,RETURNED
1489,3096,1034,2024-09-14,2024-10-07,RETURNED
1490,1795,94,2024-02-28,2024-03-03,RETURNED
1491,3362,1521,2024-01-04,2024-01-13,RETURNED
1492,684,788,2024-07-17,2024-07-20,RETURNED
1493,2017,704,2024-09-07,2024-10-07,RETURNED
1494,1957,1651,2024-02-06,2024-02-25,RETURNED
1495,3608,1611,2024-10-28,,OUT
1496,982,1032,2024-05-06,2024-05-09,RETURNED
1497,3336,77,2024-09-17,2024-09-27,RETURNED
1498,1978,708,2024-02-12,2024-03-07,RETURNED
1499,3490,439,2024-09-22,,OUT
1500,4387,586,2024-08-21,2024-08-26,RETURNED
1501,3295,927,2024-10-24,,OUT
1502,361,445,2024-06-13,2024-07-13,RETURNED
1503,4202,1148,2024-11-13,2024-12-04,RETURNED
1504,2768,448,2024-04-09,,OUT
1505,2734,1016,2024-06-26,2024-07-12,RETURNED
1506,2554,1558,2024-10-06,2024-11-02,RETURNED
1507,4459,995,2024-07-19,2024-08-17,RETURNED
1508,354,627,2024-04-03,,OUT
1509,328,329,2024-06-04,,OUT
1510,2741,1358,2024-09-24,2024-09-30,RETURNED
1511,1067,1947,2024-05-17,,OUT
1512,2128,1328,2024-02-27,2024-03-14,RETURNED
1513,4697,1103,2024-09-04,2024-09-23,RETURNED
1514,1248,1851,2024-09-25,2024-10-19,RETURNED
1515,3560,1011,2024-12-16,,OUT
1516,4707,161,2024-08-08,2024-08-26,RETURNED
1517,126,182,2024-07-05,2024-07-24,RETURNED
1518,4559,1144,2024-06-16,,OUT
1519,578,1301,2024-02-22,2024-03-18,RETURNED
1520,2223,1379,2024-03-17,2024-03-23,RETURNED
1521,2280,40,2024-06-10,2024-06-26,RETURNED
1522,2726,1062,2024-10-15,,OUT
1523,5000,208,2024-11-19,2024-12-08,RETURNED
1524,2935,304,2024-02-25,,OUT
1525,1238,1671,2024-01-27,2024-02-23,RETURNED
1526,2811,1980,2024-11-19,2024-11-23,RETURNED
1527,3641,1715,2024-08-31,2024-09-29,RETURNED
1528,3442,637,2024-12-18,,OUT
1529,3640,267,2024-01-16,,OUT
1530,1370,1443,2024-03-19,,OUT
1531,3034,1643,2024-08-16,2024-08-21,RETURNED
1532,4358,322,2024-09-20,,OUT
1533,3981,211,2024-03-13,,OUT
1534,3844,1088,2024-06-29,2024-07-20,RETURNED
1535,2500,1081,2024-07-20,2024-07-30,RETURNED
1536,4468,931,2024-12-26,,OUT
1537,2382,270,2024-12-22,,OUT
1538,1420,147,2024-08-21,2024-09-03,RETURNED
1539,3705,1683,2024-11-04,2024-11-07,RETURNED
1540,3962,674,2024-11-04,2024-12-04,RETURNED
1541,1940,67,2024-12-12,,OUT
1542,985,1303,2024-08-21,2024-09-11,RETURNED
1543,4995,1714,2024-05-23,,OUT
1544,3022,1795,2024-02-14,2024-03-12,RETURNED
1545,3946,1585,2024-01-19,,OUT
1546,1660,800,2024-09-18,2024-10-15,RETURNED
1547,2006,1668,2024-11-01,,OUT
1548,2724,1137,2024-05-09,,OUT
1549,358,234,2024-04-28,2024-05-06,RETURNED
1550,2292,1133,2024-09-01,2024-09-07,RETURNED
1551,1071,1984,2024-09-09,,OUT
1552,4783,1853,2024-11-07,2024-11-18,RETURNED
1553,1189,617,2024-12-26,,OUT
1554,1866,1207,2024-09-25,2024-09-26,RETURNED
1555,954,51,2024-06-05,2024-06-23,RETURNED
1556,83,927,2024-06-05,,OUT
1557,4099,113,2024-02-27,2024-03-28,RETURNED
1558,3771,866,2024-04-28,2024-05-21,RETURNED
1559,4120,801,2024-03-29,2024-04-23,RETURNED
1560,1281,1553,2024-06-11,,OUT
1561,2443,281,2024-05-18,2024-05-21,RETURNED
1562,2505,728,2024-04-03,2024-04-22,RETURNED
1563,4669,1205,2024-12-14,2024-12-31,RETURNED
1564,685,522,2024-04-06,2024-04-07,RETURNED
1565,496,552,2024-11-30,,OUT
1566,1539,1758,2024-09-24,2024-10-08,RETURNED
1567,4840,1410,2024-09-15,2024-09-30,RETURNED
1568,2627,1179,2024-06-24,,OUT
1569,3227,695,2024-07-12,,OUT
1570,178,1706,2024-04-06,2024-04-15,RETURNED
1571,2156,52,2024-07-26,2024-07-27,RETURNED
1572,2760,436,2024-04-04,2024-04-29,RETURNED
1573,2430,1099,2024-07-23,2024-08-08,RETURNED
1574,562,332,2024-02-07,,OUT
1575,4333,1707,2024-04-17,2024-05-02,RETURNED
1576,2005,1205,2024-08-12,2024-08-19,RETURNED
1577,2125,174,2024-04-05,2024-04-20,RETURNED
1578,428,1066,2024-11-18,,OUT
1579,2899,977,2024-04-18,,OUT
1580,848,214,2024-01-30,2024-02-10,RETURNED
1581,1188,1378,2024-11-02,2024-11-17,RETURNED
1582,1793,1150,2024-08-17,,OUT
1583,1601,1942,2024-06-01,,OUT
1584,3679,1528,2024-12-16,,OUT
1585,75,724,2024-01-21,,OUT
1586,3114,747,2024-08-14,2024-08-27,RETURNED
1587,3101,295,2024-08-13,,OUT
1588,522,278,2024-12-25,,OUT
1589,887,470,2024-04-03,2024-04-11,RETURNED
1590,3651,483,2024-04-25,2024-05-23,RETURNED
1591,4377,753,2024-01-27,,OUT
1592,3598,1826,2024-07-04,,OUT
1593,2000,716,2024-07-09,2024-08-05,RETURNED
1594,2147,1280,2024-11-08,2024-11-10,RETURNED
1595,4205,779,2024-08-25,2024-08-27,RETURNED
1596,962,1243,2024-05-02,,OUT
1597,2488,623,2024-04-20,2024-05-02,RETURNED
1598,4609,1984,2024-02-27,2024-03-06,RETURNED
1599,1283,1018,2024-08-03,2024-08-29,RETURNED
1600,1668,1296,2024-11-11,,OUT
1601,4228,719,2024-02-09,,OUT
1602,1101,1895,2024-04-19,2024-04-21,RETURNED
1603,2259,1523,2024-09-14,,OUT
1604,827,391,2024-02-22,2024-03-01,RETURNED
1605,4336,1970,2024-05-11,2024-06-10,RETURNED
1606,3349,780,2024-02-07,2024-02-10,RETURNED
1607,1593,737,2024-12-19,2024-12-31,RETURNED
1608,4458,1130,2024-05-20,2024-06-19,RETURNED
1609,3818,1350,2024-12-10,,OUT
1610,1355,1290,2024-10-31,2024-11-12,RETURNED
1611,4465,1548,2024-11-04,,OUT
1612,505,158,2024-02-28,,OUT
1613,841,1171,2024-06-20,2024-07-02,RETURNED
1614,4435,688,2024-10-13,2024-10-21,RETURNED
1615,358,1096,2024-03-20,,OUT
1616,3586,1180,2024-02-05,2024-02-22,RETURNED
1617,4046,1204,2024-10-10,2024-10-28,RETURNED
1618,4096,609,2024-06-21,2024-06-30,RETURNED
1619,3842,1294,2024-11-22,2024-12-07,RETURNED
1620,1371,1513,2024-10-09,,OUT
1621,301,1174,2024-04-17,2024-05-01,RETURNED
1622,1761,472,2024-10-12,2024-11-02,RETURNED
1623,855,879,2024-01-27,,OUT
1624,1201,923,2024-05-19,2024-06-11,RETURNED
1625,721,969,2024-10-10,2024-11-01,RETURNED
1626,1497,1426,2024-08-27,2024-08-30,RETURNED
1627,471,1557,2024-07-01,2024-07-28,RETURNED
1628,651,1443,2024-12-06,2024-12-14,RETURNED
1629,1385,726,2024-12-27,,OUT
1630,1248,167,2024-04-14,2024-05-02,RETURNED
1631,1766,1987,2024-01-25,2024-02-02,RETURNED
1632,1591,440,2024-05-26,2024-06-01,RETURNED
1633,3350,1782,2024-05-08,,OUT
1634,88,1666,2024-01-18,2024-01-22,RETURNED
1635,3961,572,2024-03-27,2024-03-31,RETURNED
1636,2307,1416,2024-05-14,2024-05-22,RETURNED
1637,4499,411,2024-04-23,2024-04-30,RETURNED
1638,3276,975,2024-01-21,2024-01-27,RETURNED
1639,4240,37,2024-12-15,2024-12-31,RETURNED
1640,4752,710,2024-07-27,,OUT
1641,1121,1748,2024-06-07,2024-06-17,RETURNED
1642,81,1150,2024-11-19,,OUT
1643,3632,1944,2024-12-23,,OUT
1644,303,294,2024-08-15,,OUT
1645,4058,1143,2024-11-05,2024-11-19,RETURNED
1646,4427,987,2024-12-11,2024-12-15,RETURNED
1647,988,889,2024-05-23,2024-05-28,RETURNED
1648,2501,1632,2024-10-04,,OUT
1649,4176,1886,2024-10-18,2024-10-31,RETURNED
1650,1576,1320,2024-07-21,2024-08-06,RETURNED
1651,3278,441,2024-01-26,2024-02-18,RETURNED
1652,4442,927,2024-03-07,2024-04-01,RETURNED
1653,2911,1718,2024-08-20,2024-08-24,RETURNED
1654,4562,1773,2024-04-01,2024-04-21,RETURNED
1655,878,1763,2024-04-11,,OUT
1656,1835,512,2024-10-12,2024-10-14,RETURNED
1657,4659,323,2024-09-06,,OUT
1658,3311,1507,2024-03-11,,OUT
1659,1346,278,2024-06-16,,OUT
1660,3075,1848,2024-11-28,2024-12-18,RETURNED
1661,3299,1787,2024-12-02,,OUT
1662,1114,777,2024-07-29,2024-08-18,RETURNED
1663,3952,793,2024-10-18,2024-10-25,RETURNED
1664,28,373,2024-05-27,2024-06-07,RETURNED
1665,4594,530,2024-05-18,2024-06-02,RETURNED
1666,4816,528,2024-09-30,2024-10-26,RETURNED
1667,2551,927,2024-02-24,2024-03-23,RETURNED
1668,3293,1019,2024-07-09,2024-07-28,RETURNED
1669,2351,1565,2024-09-18,2024-10-02,RETURNED
1670,2509,1331,2024-10-14,,OUT
1671,160,1217,2024-09-16,2024-10-11,RETURNED
1672,444,1127,2024-02-11,,OUT
1673,3109,1525,2024-05-30,,OUT
1674,1649,441,2024-12-04,2024-12-16,RETURNED
